month,admtyp,sex,race,age_group,county,crime_class,n
2024-05-01,Technical violator,Male,Black,25-29,Macon,Person,1
2024-05-01,Technical violator,Male,Black,25-29,Menard,Property,1
2024-05-01,Technical violator,Male,Black,25-29,Morgan,Person,1
2024-05-01,Technical violator,Male,Black,25-29,St. Clair,Person,2
2024-05-01,Technical violator,Male,Black,25-29,Vermilion,Public Order,1
2024-05-01,Technical violator,Male,Black,25-29,Williamson,Person,1
2024-05-01,Technical violator,Male,Black,25-29,Winnebago,Drug,1
2024-05-01,Technical violator,Male,Black,25-29,Winnebago,Person,2
2024-05-01,Technical violator,Male,Black,30-34,Cook,Drug,2
2024-05-01,Technical violator,Male,Black,30-34,Cook,Person,15
2024-05-01,Technical violator,Male,Black,30-34,Cook,Property,2
2024-05-01,Technical violator,Male,Black,30-34,Cook,Public Order,15
2024-05-01,Technical violator,Male,Black,30-34,DuPage,Person,1
2024-05-01,Technical violator,Male,Black,30-34,Kankakee,Person,1
2024-05-01,Technical violator,Male,Black,30-34,Lake,Person,1
2024-05-01,Technical violator,Male,Black,30-34,Logan,Person,1
2024-05-01,Technical violator,Male,Black,30-34,Madison,Drug,1
2024-05-01,Technical violator,Male,Black,30-34,Moultrie,Public Order,1
2024-05-01,Technical violator,Male,Black,30-34,Peoria,Person,1
2024-05-01,Technical violator,Male,Black,30-34,Rock Island,Person,1
2024-05-01,Technical violator,Male,Black,30-34,St. Clair,Person,1
2024-05-01,Technical violator,Male,Black,30-34,Vermilion,Person,1
2024-05-01,Technical violator,Male,Black,30-34,Will,Person,1
2024-05-01,Technical violator,Male,Black,35-44,Champaign,Person,3
2024-05-01,Technical violator,Male,Black,35-44,Coles,Drug,1
2024-05-01,Technical violator,Male,Black,35-44,Cook,Drug,1
2024-05-01,Technical violator,Male,Black,35-44,Cook,Person,13
2024-05-01,Technical violator,Male,Black,35-44,Cook,Property,2
2024-05-01,Technical violator,Male,Black,35-44,Cook,Public Order,11
2024-05-01,Technical violator,Male,Black,35-44,Douglas,Drug,1
2024-05-01,Technical violator,Male,Black,35-44,DuPage,Property,1
2024-05-01,Technical violator,Male,Black,35-44,Jackson,Property,1
2024-05-01,Technical violator,Male,Black,35-44,Jefferson,Person,1
2024-05-01,Technical violator,Male,Black,35-44,Kane,Person,1
2024-05-01,Technical violator,Male,Black,35-44,Kane,Public Order,1
2024-05-01,Technical violator,Male,Black,35-44,Kankakee,Public Order,2
2024-05-01,Technical violator,Male,Black,35-44,Lake,Drug,1
2024-05-01,Technical violator,Male,Black,35-44,Lake,Property,1
2024-05-01,Technical violator,Male,Black,35-44,Macon,Person,2
2024-05-01,Technical violator,Male,Black,35-44,Macon,Public Order,1
2024-05-01,Technical violator,Male,Black,35-44,McHenry,Property,1
2024-05-01,Technical violator,Male,Black,35-44,McLean,Drug,1
2024-05-01,Technical violator,Male,Black,35-44,Peoria,Person,1
2024-05-01,Technical violator,Male,Black,35-44,Stephenson,Public Order,1
2024-05-01,Technical violator,Male,Black,35-44,Tazewell,Person,1
2024-05-01,Technical violator,Male,Black,35-44,Vermilion,Person,1
2024-05-01,Technical violator,Male,Black,35-44,Vermilion,Public Order,1
2024-05-01,Technical violator,Male,Black,35-44,Williamson,Property,1
2024-05-01,Technical violator,Male,Black,35-44,Williamson,Public Order,1
2024-05-01,Technical violator,Male,Black,35-44,Winnebago,Person,2
2024-05-01,Technical violator,Male,Black,35-44,Winnebago,Property,1
2024-05-01,Technical violator,Male,Black,45-54,Boone,Property,1
2024-05-01,Technical violator,Male,Black,45-54,Champaign,Person,1
2024-05-01,Technical violator,Male,Black,45-54,Cook,Drug,1
2024-05-01,Technical violator,Male,Black,45-54,Cook,Person,8
2024-05-01,Technical violator,Male,Black,45-54,Cook,Property,2
2024-05-01,Technical violator,Male,Black,45-54,Cook,Public Order,3
2024-05-01,Technical violator,Male,Black,45-54,DuPage,Property,1
2024-05-01,Technical violator,Male,Black,45-54,DuPage,Public Order,1
2024-05-01,Technical violator,Male,Black,45-54,Kankakee,Drug,1
2024-05-01,Technical violator,Male,Black,45-54,Sangamon,Person,1
2024-05-01,Technical violator,Male,Black,45-54,Will,Drug,1
2024-05-01,Technical violator,Male,Black,55-64,Cook,Person,4
2024-05-01,Technical violator,Male,Black,55-64,Cook,Property,4
2024-05-01,Technical violator,Male,Black,55-64,Cook,Public Order,3
2024-05-01,Technical violator,Male,Black,55-64,DuPage,Property,1
2024-05-01,Technical violator,Male,Black,55-64,Jackson,Property,2
2024-05-01,Technical violator,Male,Black,55-64,Sangamon,Property,2
2024-05-01,Technical violator,Male,Black,55-64,Winnebago,Public Order,1
2024-05-01,Technical violator,Male,Black,65-74,Cook,Drug,1
2024-05-01,Technical violator,Male,Black,65-74,Cook,Person,3
2024-05-01,Technical violator,Male,Black,65-74,Cook,Property,2
2024-05-01,Technical violator,Male,Hispanic,20-24,Cook,Public Order,2
2024-05-01,Technical violator,Male,Hispanic,20-24,Madison,Property,1
2024-05-01,Technical violator,Male,Hispanic,25-29,Cook,Person,1
2024-05-01,Technical violator,Male,Hispanic,25-29,Cook,Public Order,1
2024-05-01,Technical violator,Male,Hispanic,25-29,McLean,Public Order,1
2024-05-01,Technical violator,Male,Hispanic,30-34,Cook,Person,1
2024-05-01,Technical violator,Male,Hispanic,30-34,Cook,Public Order,2
2024-05-01,Technical violator,Male,Hispanic,30-34,Lake,Drug,1
2024-05-01,Technical violator,Male,Hispanic,30-34,Will,Public Order,1
2024-05-01,Technical violator,Male,Hispanic,35-44,Cook,Person,4
2024-05-01,Technical violator,Male,Hispanic,35-44,Cook,Property,1
2024-05-01,Technical violator,Male,Hispanic,35-44,Cook,Public Order,1
2024-05-01,Technical violator,Male,Hispanic,35-44,DuPage,Property,1
2024-05-01,Technical violator,Male,Hispanic,35-44,Kane,Person,2
2024-05-01,Technical violator,Male,Hispanic,35-44,Kendall,Person,1
2024-05-01,Technical violator,Male,Hispanic,35-44,Lake,Public Order,1
2024-05-01,Technical violator,Male,Hispanic,45-54,Cook,Person,1
2024-05-01,Technical violator,Male,Hispanic,45-54,Kane,Property,1
2024-05-01,Technical violator,Male,Hispanic,65-74,Montgomery,Person,1
2024-05-01,Technical violator,Male,White,20-24,Bond,Drug,1
2024-05-01,Technical violator,Male,White,20-24,Coles,Public Order,1
2024-05-01,Technical violator,Male,White,20-24,Cook,Public Order,1
2024-05-01,Technical violator,Male,White,20-24,LaSalle,Property,1
2024-05-01,Technical violator,Male,White,20-24,Montgomery,Property,1
2024-05-01,Technical violator,Male,White,20-24,Rock Island,Person,1
2024-05-01,Technical violator,Male,White,25-29,Champaign,Public Order,1
2024-05-01,Technical violator,Male,White,25-29,Coles,Drug,1
2024-05-01,Technical violator,Male,White,25-29,DeKalb,Person,1
2024-05-01,Technical violator,Male,White,25-29,Effingham,Property,1
2024-05-01,Technical violator,Male,White,25-29,Franklin,Drug,1
2024-05-01,Technical violator,Male,White,25-29,Henry,Drug,1
2024-05-01,Technical violator,Male,White,25-29,Jackson,Person,1
2024-05-01,Technical violator,Male,White,25-29,Lawrence,Person,2
2024-05-01,Technical violator,Male,White,25-29,Madison,Person,1
2024-05-01,Technical violator,Male,White,25-29,McLean,Public Order,1
2024-05-01,Technical violator,Male,White,25-29,Saline,Property,1
2024-05-01,Technical violator,Male,White,25-29,Sangamon,Person,1
2024-05-01,Technical violator,Male,White,25-29,Warren,Drug,1
2024-05-01,Technical violator,Male,White,30-34,Bureau,Person,1
2024-05-01,Technical violator,Male,White,30-34,Cook,Property,1
2024-05-01,Technical violator,Male,White,30-34,Cook,Public Order,1
2024-05-01,Technical violator,Male,White,30-34,Effingham,Drug,1
2024-05-01,Technical violator,Male,White,30-34,Fayette,Property,1
2024-05-01,Technical violator,Male,White,30-34,Jefferson,Property,1
2024-05-01,Technical violator,Male,White,30-34,LaSalle,Property,1
2024-05-01,Technical violator,Male,White,30-34,McHenry,Person,1
2024-05-01,Technical violator,Male,White,30-34,Moultrie,Person,1
2024-05-01,Technical violator,Male,White,30-34,Peoria,Property,1
2024-05-01,Technical violator,Male,White,30-34,St. Clair,Property,1
2024-05-01,Technical violator,Male,White,30-34,Tazewell,Drug,1
2024-05-01,Technical violator,Male,White,30-34,Winnebago,Person,1
2024-05-01,Technical violator,Male,White,30-34,Winnebago,Property,1
2024-05-01,Technical violator,Male,White,35-44,Adams,Person,1
2024-05-01,Technical violator,Male,White,35-44,Alexander,Drug,1
2024-05-01,Technical violator,Male,White,35-44,Bond,Drug,1
2024-05-01,Technical violator,Male,White,35-44,Clinton,Drug,2
2024-05-01,Technical violator,Male,White,35-44,Clinton,Person,1
2024-05-01,Technical violator,Male,White,35-44,Coles,Person,1
2024-05-01,Technical violator,Male,White,35-44,Cook,Drug,1
2024-05-01,Technical violator,Male,White,35-44,Cook,Person,1
2024-05-01,Technical violator,Male,White,35-44,Cook,Public Order,1
2024-05-01,Technical violator,Male,White,35-44,De Witt,Property,1
2024-05-01,Technical violator,Male,White,35-44,Douglas,Person,1
2024-05-01,Technical violator,Male,White,35-44,DuPage,Drug,1
2024-05-01,Technical violator,Male,White,35-44,DuPage,Property,1
2024-05-01,Technical violator,Male,White,35-44,Edgar,Person,1
2024-05-01,Technical violator,Male,White,35-44,Franklin,Drug,1
2024-05-01,Technical violator,Male,White,35-44,Henry,Public Order,1
2024-05-01,Technical violator,Male,White,35-44,Iroquois,Public Order,1
2024-05-01,Technical violator,Male,White,35-44,Jersey,Person,1
2024-05-01,Technical violator,Male,White,35-44,Jo Daviess,Public Order,1
2024-05-01,Technical violator,Male,White,35-44,Kankakee,Drug,1
2024-05-01,Technical violator,Male,White,35-44,LaSalle,Drug,2
2024-05-01,Technical violator,Male,White,35-44,Lake,Person,2
2024-05-01,Technical violator,Male,White,35-44,Livingston,Drug,1
2024-05-01,Technical violator,Male,White,35-44,Madison,Person,2
2024-05-01,Technical violator,Male,White,35-44,Madison,Property,1
2024-05-01,Technical violator,Male,White,35-44,Marion,Person,1
2024-05-01,Technical violator,Male,White,35-44,McHenry,Drug,1
2024-05-01,Technical violator,Male,White,35-44,Peoria,Drug,1
2024-05-01,Technical violator,Male,White,35-44,Peoria,Person,1
2024-05-01,Technical violator,Male,White,35-44,Peoria,Property,1
2024-05-01,Technical violator,Male,White,35-44,Pike,Property,1
2024-05-01,Technical violator,Male,White,35-44,Rock Island,Drug,1
2024-05-01,Technical violator,Male,White,35-44,Sangamon,Property,1
2024-05-01,Technical violator,Male,White,35-44,Tazewell,Person,1
2024-05-01,Technical violator,Male,White,35-44,Union,Person,1
2024-05-01,Technical violator,Male,White,35-44,Whiteside,Person,1
2024-05-01,Technical violator,Male,White,45-54,Bond,Person,1
2024-05-01,Technical violator,Male,White,45-54,Boone,Person,1
2024-05-01,Technical violator,Male,White,45-54,Champaign,Person,3
2024-05-01,Technical violator,Male,White,45-54,Clinton,Person,1
2024-05-01,Technical violator,Male,White,45-54,Coles,Person,1
2024-05-01,Technical violator,Male,White,45-54,Cook,Person,1
2024-05-01,Technical violator,Male,White,45-54,Cook,Property,2
2024-05-01,Technical violator,Male,White,45-54,Fulton,Public Order,1
2024-05-01,Technical violator,Male,White,45-54,Henry,Public Order,1
2024-05-01,Technical violator,Male,White,45-54,Jackson,Property,1
2024-05-01,Technical violator,Male,White,45-54,Madison,Property,1
2024-05-01,Technical violator,Male,White,45-54,Ogle,Person,1
2024-05-01,Technical violator,Male,White,45-54,Randolph,Drug,1
2024-05-01,Technical violator,Male,White,45-54,Winnebago,Public Order,1
2024-05-01,Technical violator,Male,White,55-64,Bond,Person,1
2024-05-01,Technical violator,Male,White,55-64,Cass,Drug,1
2024-05-01,Technical violator,Male,White,55-64,Christian,Person,1
2024-05-01,Technical violator,Male,White,55-64,Clinton,Public Order,1
2024-05-01,Technical violator,Male,White,55-64,Franklin,Person,1
2024-05-01,Technical violator,Male,White,55-64,Kane,Person,1
2024-05-01,Technical violator,Male,White,55-64,Madison,Person,1
2024-05-01,Technical violator,Male,White,55-64,Saline,Person,1
2024-05-01,Technical violator,Male,White,55-64,Tazewell,Person,1
2024-05-01,Technical violator,Male,White,65-74,Cook,Drug,1
2024-05-01,Technical violator,Male,White,65-74,Cook,Person,1
2024-05-01,Technical violator,Male,White,65-74,Sangamon,Person,1
2024-05-01,Technical violator,Male,White,65-74,Tazewell,Person,1
2024-05-01,Technical violator,Male,White,75<,DuPage,Person,1
2024-06-01,Court admission,Female,Black,18-19,St. Clair,Person,1
2024-06-01,Court admission,Female,Black,20-24,Cook,Public Order,2
2024-06-01,Court admission,Female,Black,20-24,Lake,Person,1
2024-06-01,Court admission,Female,Black,20-24,McLean,Public Order,1
2024-06-01,Court admission,Female,Black,20-24,Peoria,Person,1
2024-06-01,Court admission,Female,Black,25-29,Cook,Person,4
2024-06-01,Court admission,Female,Black,25-29,Cook,Property,1
2024-06-01,Court admission,Female,Black,25-29,Cook,Public Order,1
2024-06-01,Court admission,Female,Black,25-29,DuPage,Person,1
2024-06-01,Court admission,Female,Black,25-29,DuPage,Public Order,1
2024-06-01,Court admission,Female,Black,25-29,Peoria,Person,1
2024-06-01,Court admission,Female,Black,30-34,Champaign,Person,1
2024-06-01,Court admission,Female,Black,30-34,Cook,Person,3
2024-06-01,Court admission,Female,Black,30-34,Cook,Property,1
2024-06-01,Court admission,Female,Black,30-34,Cook,Public Order,1
2024-06-01,Court admission,Female,Black,35-44,Cook,Drug,2
2024-06-01,Court admission,Female,Black,35-44,Cook,Person,1
2024-06-01,Court admission,Female,Black,35-44,Cook,Public Order,2
2024-06-01,Court admission,Female,Black,45-54,Cook,Person,1
2024-06-01,Court admission,Female,Black,45-54,Jefferson,Property,1
2024-06-01,Court admission,Female,Hispanic,25-29,Cook,Person,1
2024-06-01,Court admission,Female,Hispanic,35-44,DuPage,Property,1
2024-06-01,Court admission,Female,Hispanic,45-54,Pike,Drug,1
2024-06-01,Court admission,Female,Other,20-24,Cook,Person,1
2024-06-01,Court admission,Female,White,20-24,DuPage,Person,1
2024-06-01,Court admission,Female,White,20-24,Franklin,Property,1
2024-06-01,Court admission,Female,White,20-24,Randolph,Drug,1
2024-06-01,Court admission,Female,White,20-24,Woodford,Property,1
2024-06-01,Court admission,Female,White,25-29,DuPage,Person,1
2024-06-01,Court admission,Female,White,25-29,Henry,Property,1
2024-06-01,Court admission,Female,White,25-29,Perry,Drug,1
2024-06-01,Court admission,Female,White,30-34,Bond,Drug,1
2024-06-01,Court admission,Female,White,30-34,Clinton,Property,1
2024-06-01,Court admission,Female,White,30-34,Edwards,Drug,1
2024-06-01,Court admission,Female,White,30-34,Henderson,Person,1
2024-06-01,Court admission,Female,White,30-34,Macon,Drug,1
2024-06-01,Court admission,Female,White,30-34,Randolph,Drug,1
2024-06-01,Court admission,Female,White,30-34,Sangamon,Drug,1
2024-06-01,Court admission,Female,White,30-34,Schuyler,Property,1
2024-06-01,Court admission,Female,White,30-34,St. Clair,Public Order,1
2024-06-01,Court admission,Female,White,30-34,Wabash,Drug,1
2024-06-01,Court admission,Female,White,30-34,Winnebago,Property,1
2024-06-01,Court admission,Female,White,35-44,Adams,Person,1
2024-06-01,Court admission,Female,White,35-44,Carroll,Public Order,1
2024-06-01,Court admission,Female,White,35-44,Clinton,Drug,1
2024-06-01,Court admission,Female,White,35-44,Cook,Person,1
2024-06-01,Court admission,Female,White,35-44,De Witt,Property,1
2024-06-01,Court admission,Female,White,35-44,DuPage,Public Order,1
2024-06-01,Court admission,Female,White,35-44,Edgar,Person,1
2024-06-01,Court admission,Female,White,35-44,Effingham,Drug,1
2024-06-01,Court admission,Female,White,35-44,Fayette,Drug,1
2024-06-01,Court admission,Female,White,35-44,Knox,Drug,1
2024-06-01,Court admission,Female,White,35-44,Macoupin,Drug,1
2024-06-01,Court admission,Female,White,35-44,Mason,Drug,1
2024-06-01,Court admission,Female,White,35-44,Monroe,Property,1
2024-06-01,Court admission,Female,White,35-44,Stephenson,Property,1
2024-06-01,Court admission,Female,White,35-44,Vermilion,Property,1
2024-06-01,Court admission,Female,White,35-44,Winnebago,Drug,1
2024-06-01,Court admission,Female,White,35-44,Woodford,Drug,1
2024-06-01,Court admission,Female,White,45-54,Boone,Drug,1
2024-06-01,Court admission,Female,White,45-54,Crawford,Property,1
2024-06-01,Court admission,Female,White,45-54,DuPage,Property,1
2024-06-01,Court admission,Female,White,45-54,Madison,Drug,1
2024-06-01,Court admission,Female,White,45-54,Marshall,Drug,1
2024-06-01,Court admission,Female,White,45-54,Pike,Drug,1
2024-06-01,Court admission,Female,White,55-64,Cook,Public Order,1
2024-06-01,Court admission,Female,White,55-64,Fayette,Property,1
2024-06-01,Court admission,Female,White,55-64,Perry,Drug,1
2024-06-01,Court admission,Female,White,65-74,Carroll,Public Order,1
2024-06-01,Court admission,Male,Asian,25-29,Winnebago,Person,1
2024-06-01,Court admission,Male,Bi-Racial,20-24,Kane,Property,1
2024-06-01,Court admission,Male,Bi-Racial,20-24,Macon,Public Order,1
2024-06-01,Court admission,Male,Black,18-19,Champaign,Public Order,2
2024-06-01,Court admission,Male,Black,18-19,Cook,Person,2
2024-06-01,Court admission,Male,Black,18-19,Cook,Property,2
2024-06-01,Court admission,Male,Black,18-19,Cook,Public Order,7
2024-06-01,Court admission,Male,Black,18-19,Kankakee,Public Order,1
2024-06-01,Court admission,Male,Black,18-19,Macon,Public Order,1
2024-06-01,Court admission,Male,Black,18-19,McLean,Person,1
2024-06-01,Court admission,Male,Black,18-19,Pulaski,Property,1
2024-06-01,Court admission,Male,Black,18-19,Vermilion,Public Order,1
2024-06-01,Court admission,Male,Black,20-24,Champaign,Public Order,2
2024-06-01,Court admission,Male,Black,20-24,Cook,Drug,3
2024-06-01,Court admission,Male,Black,20-24,Cook,Person,18
2024-06-01,Court admission,Male,Black,20-24,Cook,Property,4
2024-06-01,Court admission,Male,Black,20-24,Cook,Public Order,33
2024-06-01,Court admission,Male,Black,20-24,DeKalb,Person,1
2024-06-01,Court admission,Male,Black,20-24,DuPage,Person,3
2024-06-01,Court admission,Male,Black,20-24,DuPage,Property,1
2024-06-01,Court admission,Male,Black,20-24,DuPage,Public Order,1
2024-06-01,Court admission,Male,Black,20-24,Henry,Person,1
2024-06-01,Court admission,Male,Black,20-24,Jefferson,Person,1
2024-06-01,Court admission,Male,Black,20-24,Kankakee,Property,1
2024-06-01,Court admission,Male,Black,20-24,Lake,Drug,1
2024-06-01,Court admission,Male,Black,20-24,Lake,Public Order,2
2024-06-01,Court admission,Male,Black,20-24,Macon,Drug,1
2024-06-01,Court admission,Male,Black,20-24,Macon,Person,1
2024-06-01,Court admission,Male,Black,20-24,Macon,Property,1
2024-06-01,Court admission,Male,Black,20-24,Macon,Public Order,4
2024-06-01,Court admission,Male,Black,20-24,Madison,Public Order,1
2024-06-01,Court admission,Male,Black,20-24,McHenry,Public Order,1
2024-06-01,Court admission,Male,Black,20-24,McLean,Property,1
2024-06-01,Court admission,Male,Black,20-24,McLean,Public Order,1
2024-06-01,Court admission,Male,Black,20-24,Moultrie,Drug,1
2024-06-01,Court admission,Male,Black,20-24,Sangamon,Public Order,1
2024-06-01,Court admission,Male,Black,20-24,Vermilion,Public Order,1
2024-06-01,Court admission,Male,Black,20-24,Warren,Person,1
2024-06-01,Court admission,Male,Black,20-24,Winnebago,Public Order,2
2024-06-01,Court admission,Male,Black,25-29,Boone,Property,1
2024-06-01,Court admission,Male,Black,25-29,Champaign,Person,3
2024-06-01,Court admission,Male,Black,25-29,Champaign,Public Order,1
2024-06-01,Court admission,Male,Black,25-29,Clinton,Drug,1
2024-06-01,Court admission,Male,Black,25-29,Cook,Drug,2
2024-06-01,Court admission,Male,Black,25-29,Cook,Person,17
2024-06-01,Court admission,Male,Black,25-29,Cook,Property,3
2024-06-01,Court admission,Male,Black,25-29,Cook,Public Order,36
2024-06-01,Court admission,Male,Black,25-29,DeKalb,Public Order,1
2024-06-01,Court admission,Male,Black,25-29,DuPage,Property,1
2024-06-01,Court admission,Male,Black,25-29,DuPage,Public Order,1
2024-06-01,Court admission,Male,Black,25-29,Henry,Property,1
2024-06-01,Court admission,Male,Black,25-29,Jackson,Drug,1
2024-06-01,Court admission,Male,Black,25-29,Kane,Person,1
2024-06-01,Court admission,Male,Black,25-29,Kane,Property,1
2024-06-01,Court admission,Male,Black,25-29,Kane,Public Order,2
2024-06-01,Court admission,Male,Black,25-29,Kankakee,Public Order,1
2024-06-01,Court admission,Male,Black,25-29,Macon,Public Order,1
2024-06-01,Court admission,Male,Black,25-29,Madison,Person,2
2024-06-01,Court admission,Male,Black,25-29,Madison,Public Order,3
2024-06-01,Court admission,Male,Black,25-29,McHenry,Drug,1
2024-06-01,Court admission,Male,Black,25-29,McLean,Public Order,1
2024-06-01,Court admission,Male,Black,25-29,Peoria,Person,3
2024-06-01,Court admission,Male,Black,25-29,Peoria,Property,1
2024-06-01,Court admission,Male,Black,25-29,Rock Island,Drug,1
2024-06-01,Court admission,Male,Black,25-29,Sangamon,Drug,1
2024-06-01,Court admission,Male,Black,25-29,Sangamon,Public Order,1
2024-06-01,Court admission,Male,Black,25-29,Will,Person,2
2024-06-01,Court admission,Male,Black,25-29,Winnebago,Drug,1
2024-06-01,Court admission,Male,Black,25-29,Winnebago,Person,1
2024-06-01,Court admission,Male,Black,25-29,Winnebago,Public Order,1
2024-06-01,Court admission,Male,Black,30-34,Champaign,Public Order,2
2024-06-01,Court admission,Male,Black,30-34,Cook,Drug,4
2024-06-01,Court admission,Male,Black,30-34,Cook,Person,15
2024-06-01,Court admission,Male,Black,30-34,Cook,Property,2
2024-06-01,Court admission,Male,Black,30-34,Cook,Public Order,33
2024-06-01,Court admission,Male,Black,30-34,DeKalb,Person,1
2024-06-01,Court admission,Male,Black,30-34,DuPage,Drug,2
2024-06-01,Court admission,Male,Black,30-34,DuPage,Property,2
2024-06-01,Court admission,Male,Black,30-34,DuPage,Public Order,1
2024-06-01,Court admission,Male,Black,30-34,Jefferson,Public Order,1
2024-06-01,Court admission,Male,Black,30-34,Lake,Person,1
2024-06-01,Court admission,Male,Black,30-34,Macon,Drug,3
2024-06-01,Court admission,Male,Black,30-34,Macon,Public Order,2
2024-06-01,Court admission,Male,Black,30-34,Madison,Public Order,1
2024-06-01,Court admission,Male,Black,30-34,McDonough,Person,1
2024-06-01,Court admission,Male,Black,30-34,McLean,Property,1
2024-06-01,Court admission,Male,Black,30-34,McLean,Public Order,2
2024-06-01,Court admission,Male,Black,30-34,Mercer,Person,1
2024-06-01,Court admission,Male,Black,30-34,Monroe,Drug,1
2024-06-01,Court admission,Male,Black,30-34,Sangamon,Drug,1
2024-06-01,Court admission,Male,Black,30-34,Sangamon,Public Order,1
2024-06-01,Court admission,Male,Black,30-34,St. Clair,Person,1
2024-06-01,Court admission,Male,Black,30-34,St. Clair,Public Order,4
2024-06-01,Court admission,Male,Black,30-34,Will,Person,1
2024-06-01,Court admission,Male,Black,30-34,Will,Property,1
2024-06-01,Court admission,Male,Black,30-34,Will,Public Order,1
2024-06-01,Court admission,Male,Black,30-34,Winnebago,Person,2
2024-06-01,Court admission,Male,Black,30-34,Winnebago,Public Order,2
2024-06-01,Court admission,Male,Black,30-34,Woodford,Property,1
2024-06-01,Court admission,Male,Black,35-44,Adams,Drug,1
2024-06-01,Court admission,Male,Black,35-44,Adams,Person,1
2024-06-01,Court admission,Male,Black,35-44,Boone,Drug,1
2024-06-01,Court admission,Male,Black,35-44,Champaign,Person,5
2024-06-01,Court admission,Male,Black,35-44,Champaign,Public Order,1
2024-06-01,Court admission,Male,Black,35-44,Cook,Drug,5
2024-06-01,Court admission,Male,Black,35-44,Cook,Person,20
2024-06-01,Court admission,Male,Black,35-44,Cook,Property,6
2024-06-01,Court admission,Male,Black,35-44,Cook,Public Order,31
2024-06-01,Court admission,Male,Black,35-44,DeKalb,Public Order,2
2024-06-01,Court admission,Male,Black,35-44,Henry,Drug,1
2024-06-01,Court admission,Male,Black,35-44,Henry,Person,1
2024-06-01,Court admission,Male,Black,35-44,Henry,Public Order,1
2024-06-01,Court admission,Male,Black,35-44,Jackson,Person,1
2024-06-01,Court admission,Male,Black,35-44,Jefferson,Property,1
2024-06-01,Court admission,Male,Black,35-44,Kane,Drug,1
2024-06-01,Court admission,Male,Black,35-44,Kane,Property,1
2024-06-01,Court admission,Male,Black,35-44,Kankakee,Public Order,2
2024-06-01,Court admission,Male,Black,35-44,Lake,Drug,1
2024-06-01,Court admission,Male,Black,35-44,Lake,Person,1
2024-06-01,Court admission,Male,Black,35-44,Lake,Public Order,2
2024-06-01,Court admission,Male,Black,35-44,Macon,Drug,3
2024-06-01,Court admission,Male,Black,35-44,Macon,Property,2
2024-06-01,Court admission,Male,Black,35-44,Macon,Public Order,1
2024-06-01,Court admission,Male,Black,35-44,Madison,Person,2
2024-06-01,Court admission,Male,Black,35-44,McLean,Drug,1
2024-06-01,Court admission,Male,Black,35-44,McLean,Person,1
2024-06-01,Court admission,Male,Black,35-44,Peoria,Person,1
2024-06-01,Court admission,Male,Black,35-44,Peoria,Public Order,1
2024-06-01,Court admission,Male,Black,35-44,Saline,Public Order,1
2024-06-01,Court admission,Male,Black,35-44,Sangamon,Person,2
2024-06-01,Court admission,Male,Black,35-44,Sangamon,Public Order,1
2024-06-01,Court admission,Male,Black,35-44,St. Clair,Person,3
2024-06-01,Court admission,Male,Black,35-44,St. Clair,Public Order,1
2024-06-01,Court admission,Male,Black,35-44,Tazewell,Drug,2
2024-06-01,Court admission,Male,Black,35-44,Will,Public Order,2
2024-06-01,Court admission,Male,Black,35-44,Winnebago,Drug,2
2024-06-01,Court admission,Male,Black,35-44,Winnebago,Public Order,1
2024-06-01,Court admission,Male,Black,45-54,Champaign,Public Order,1
2024-06-01,Court admission,Male,Black,45-54,Cook,Drug,3
2024-06-01,Court admission,Male,Black,45-54,Cook,Person,5
2024-06-01,Court admission,Male,Black,45-54,Cook,Property,2
2024-06-01,Court admission,Male,Black,45-54,Cook,Public Order,12
2024-06-01,Court admission,Male,Black,45-54,DuPage,Person,1
2024-06-01,Court admission,Male,Black,45-54,DuPage,Property,1
2024-06-01,Court admission,Male,Black,45-54,DuPage,Public Order,1
2024-06-01,Court admission,Male,Black,45-54,Kane,Drug,1
2024-06-01,Court admission,Male,Black,45-54,Kane,Person,1
2024-06-01,Court admission,Male,Black,45-54,Kankakee,Person,1
2024-06-01,Court admission,Male,Black,45-54,Lake,Person,1
2024-06-01,Court admission,Male,Black,45-54,Macon,Property,1
2024-06-01,Court admission,Male,Black,45-54,Macon,Public Order,3
2024-06-01,Court admission,Male,Black,45-54,Madison,Public Order,1
2024-06-01,Court admission,Male,Black,45-54,McLean,Drug,3
2024-06-01,Court admission,Male,Black,45-54,McLean,Person,1
2024-06-01,Court admission,Male,Black,45-54,McLean,Public Order,1
2024-06-01,Court admission,Male,Black,45-54,Peoria,Drug,1
2024-06-01,Court admission,Male,Black,45-54,Peoria,Public Order,1
2024-06-01,Court admission,Male,Black,45-54,St. Clair,Public Order,1
2024-06-01,Court admission,Male,Black,45-54,Vermilion,Drug,1
2024-06-01,Court admission,Male,Black,45-54,Will,Person,1
2024-06-01,Court admission,Male,Black,45-54,Winnebago,Drug,2
2024-06-01,Court admission,Male,Black,45-54,Winnebago,Person,1
2024-06-01,Court admission,Male,Black,55-64,Adams,Person,1
2024-06-01,Court admission,Male,Black,55-64,Champaign,Public Order,1
2024-06-01,Court admission,Male,Black,55-64,Cook,Drug,4
2024-06-01,Court admission,Male,Black,55-64,Cook,Person,5
2024-06-01,Court admission,Male,Black,55-64,Cook,Property,1
2024-06-01,Court admission,Male,Black,55-64,Cook,Public Order,5
2024-06-01,Court admission,Male,Black,55-64,DeKalb,Property,1
2024-06-01,Court admission,Male,Black,55-64,DuPage,Person,1
